Arrow 1,Arrow 2,Arrow 3,Arrow 4,Arrow 5,Arrow 6,6 Arrow Total,Running Total
8,8,7,7,5,4,39,39
7,7,6,3,0,0,23,62
9,8,5,4,4,3,33,95
8,8,8,7,7,6,44,139
8,7,7,7,7,6,42,181
