Arrow 1,Arrow 2,Arrow 3,Arrow 4,Arrow 5,Arrow 6,6 Arrow Total,Running Total
10,8,7,6,5,4,40,40
9,8,6,6,6,4,39,79
10,10,9,8,5,4,46,125
10,9,9,8,8,5,49,174
9,8,7,7,6,6,43,217
