Arrow 1,Arrow 2,Arrow 3,Arrow 4,Arrow 5,Arrow 6,6 Arrow Total,Running Total
10,9,9,9,8,7,52,52
8,8,7,7,6,6,42,94
9,8,7,6,6,1,37,131
10,10,8,8,6,5,47,178
9,9,8,8,6,5,45,223
