Arrow 1,Arrow 2,Arrow 3,Arrow 4,Arrow 5,Arrow 6,6 Arrow Total,Running Total
10,9,8,8,6,6,47,47
10,9,8,8,7,6,48,95
10,7,7,7,6,6,43,138
10,9,9,9,8,0,45,183
9,7,7,0,0,0,23,206
