Arrow 1,Arrow 2,Arrow 3,Arrow 4,Arrow 5,Arrow 6,6 Arrow Total,Running Total
9,9,9,8,7,7,49,49
10,9,9,9,8,7,52,101
10,10,9,9,8,7,53,154
10,9,9,8,7,5,48,202
10,9,8,7,6,4,44,246
