Arrow 1,Arrow 2,Arrow 3,Arrow 4,Arrow 5,Arrow 6,6 Arrow Total,Running Total
7,5,0,8,7,6,33,33
6,6,3,8,8,5,36,69
10,7,2,10,8,5,42,111
7,6,3,8,6,4,34,145
8,5,5,9,7,7,41,186
