Arrow 1,Arrow 2,Arrow 3,Arrow 4,Arrow 5,Arrow 6,6 Arrow Total,Running Total
10,9,9,7,7,3,45,45
10,8,6,6,4,3,37,82
9,8,8,8,5,4,42,124
7,6,6,6,1,1,27,151
9,8,7,7,7,0,38,189
