Arrow 1,Arrow 2,Arrow 3,Arrow 4,Arrow 5,Arrow 6,6 Arrow Total,Running Total
10,10,10,9,9,0,48,48
10,6,6,0,0,0,22,70
9,9,8,8,7,0,41,111
10,10,8,8,0,0,36,147
10,9,9,8,8,6,50,197
