Arrow 1,Arrow 2,Arrow 3,Arrow 4,Arrow 5,Arrow 6,6 Arrow Total,Running Total
8,6,2,10,7,4,37,37
8,8,6,10,7,4,43,80
10,10,7,8,6,4,45,125
8,6,4,10,9,9,46,171
9,6,2,10,7,6,40,211
