Arrow 1,Arrow 2,Arrow 3,Arrow 4,Arrow 5,Arrow 6,6 Arrow Total,Running Total
10,9,9,9,8,6,51,51
8,8,6,6,6,6,40,91
10,9,9,8,7,6,49,140
10,9,9,8,7,6,49,189
10,8,8,8,7,6,47,236
