Arrow 1,Arrow 2,Arrow 3,Arrow 4,Arrow 5,Arrow 6,6 Arrow Total,Running Total
10,10,9,8,7,6,50,50
10,8,8,6,0,0,32,82
10,9,9,8,7,0,43,125
10,9,7,7,0,0,33,158
9,9,9,8,8,0,43,201
