Arrow 1,Arrow 2,Arrow 3,Arrow 4,Arrow 5,Arrow 6,6 Arrow Total,Running Total
8,7,6,6,0,0,27,27
10,7,7,7,6,0,37,64
10,8,8,8,8,0,42,106
10,9,8,8,0,0,35,141
9,7,7,6,0,0,29,170
