Arrow 1,Arrow 2,Arrow 3,Arrow 4,Arrow 5,Arrow 6,6 Arrow Total,Running Total
6,5,5,8,8,4,36,36
7,5,2,6,5,3,28,64
9,8,5,7,7,5,41,105
10,7,2,7,5,2,33,138
9,6,4,8,7,5,39,177
